# Undirected graph (each unordered pair of nodes is saved once): n3.edgelist.txt
# Nodes: 100000 Edges: 143103
# NodeId	NodeId
0	6744
1	16242
1	20956
1	29895
1	78706
1	78763
2	76469
3	1931
3	2597
3	23537
3	29569
3	33111
3	34457
3	37504
3	38934
3	41450
3	46246
3	61957
3	67055
3	74937
3	84476
3	88281
3	91346
4	27711
4	55303
4	71242
5	34610
5	83515
6	29766
6	37098
6	37117
6	57625
6	87612
7	15208
7	20468
8	990
8	81116
9	49936
10	20129
10	58864
11	66865
11	97614
12	4730
12	7673
12	20203
12	25188
12	26591
12	28624
12	32498
12	35842
12	42140
12	42776
12	45219
12	45953
12	47736
12	48521
12	51212
12	52399
12	55303
12	59754
12	64125
12	73256
12	75259
12	77569
12	78117
12	85326
12	88637
12	88793
12	89656
12	90550
12	92780
12	95611
12	96535
12	97987
13	23064
13	81073
14	77930
15	14412
15	15443
16	23268
16	62758
17	19919
17	41829
17	56163
17	65256
17	78398
17	82081
17	88747
18	64539
19	52273
19	76925
20	1210
20	35614
20	47499
20	59743
21	80580
21	81356
21	89488
22	18441
23	55303
23	79608
24	21897
24	38649
25	9927
25	15260
25	30547
25	57931
25	82824
25	91612
26	27352
26	40483
26	44444
26	46160
27	55303
28	64749
29	63841
30	8544
31	88791
32	20914
32	88965
33	26034
34	93599
35	65327
36	45029
36	97171
37	22458
37	80956
38	70542
38	75776
39	74465
39	88472
40	22043
41	8677
41	28530
41	29843
41	62464
41	78289
41	84576
41	95235
42	7577
42	54142
42	72666
42	88672
42	99615
43	45150
43	53316
44	8097
45	49449
46	83313
47	44239
47	70125
48	21740
48	51083
49	25265
49	36427
50	2457
50	38694
50	41401
50	89382
51	60098
51	84929
52	8300
52	10466
52	21599
52	34770
53	72317
54	6404
55	7528
55	98906
56	29583
56	80582
57	53763
57	55303
58	10072
58	41898
58	56106
59	70550
60	27022
61	66044
61	68797
62	90438
63	5753
63	10395
63	38699
63	52844
63	55303
63	58281
63	58595
63	89769
63	97853
64	167
65	53427
66	50484
67	71163
68	6606
68	9314
68	11088
68	34591
68	34934
68	35118
68	49234
68	72238
68	72762
68	94187
68	94850
68	99415
69	3955
69	52200
70	7464
70	59613
70	86369
71	49589
71	90959
72	3560
72	20381
72	34997
72	51714
72	65405
72	86556
73	23638
73	47205
73	61607
74	4748
74	14163
74	37207
74	58281
74	86335
75	37669
75	75597
76	92953
77	7674
77	12539
77	26606
77	30157
77	51848
77	53112
77	62081
77	67073
77	69813
77	80371
77	82168
77	84160
77	87826
77	90513
77	94495
77	97600
78	26792
79	60265
80	2597
80	53928
80	70458
81	51844
82	1889
82	49036
82	60120
82	98355
83	83312
84	24183
84	97415
85	38430
86	80582
86	96806
87	39264
87	89960
88	68511
88	76338
88	98355
89	25588
89	28060
90	43219
90	63377
91	25183
91	97379
92	29834
92	51289
93	441
93	1918
93	6769
93	8407
93	10167
93	10307
93	22004
93	24713
93	40247
93	40671
93	43111
93	43926
93	46342
93	52421
93	55911
93	59145
93	60461
93	63710
93	67091
93	71354
93	75950
93	79033
93	79118
93	85281
93	85519
93	87810
93	90606
93	90745
93	94684
93	97841
93	97926
94	26181
94	64204
95	9662
95	82186
96	7772
96	17689
96	37293
96	80252
97	32163
98	46821
99	55738
99	85978
100	65204
100	77421
100	97415
101	25648
102	71557
102	78724
103	65167
104	54083
104	88315
105	17983
105	23696
106	82083
107	11336
107	76194
108	31555
108	82349
108	94015
108	98462
109	37262
110	42510
110	62818
110	66367
110	72521
110	91702
111	1143
111	54465
111	55303
112	10260
112	16126
112	20180
112	30618
112	83045
112	90019
113	25001
113	73354
114	26427
115	44569
116	77435
116	77934
116	96608
117	53411
117	73158
118	61438
118	63745
119	63322
120	30045
121	4367
122	21397
122	38582
123	1665
123	8863
123	21831
123	30067
124	21524
124	61086
124	70388
124	84006
124	90606
125	3555
125	63595
126	79764
127	21822
128	3180
128	5709
128	38815
128	39580
128	45871
128	47111
128	49749
129	82472
130	33484
130	90793
131	28615
132	59300
133	88007
134	24518
134	57225
135	55841
135	76413
136	47049
137	66217
138	24468
138	30618
139	49823
140	44752
140	61521
141	2740
142	54222
143	18563
144	74609
145	11358
145	55303
145	64342
145	78567
146	29816
147	7214
147	12643
147	19241
147	27888
147	66625
147	67777
147	67918
147	77931
147	87030
147	89119
147	97797
148	81175
149	41326
149	50992
149	61366
149	79064
149	87571
150	65278
151	32858
152	41644
153	90567
154	5035
154	30185
155	29822
156	46837
156	54277
157	11700
157	28448
157	90657
157	91213
157	97067
158	45482
158	55303
158	93971
159	47882
159	65414
160	2016
160	8284
160	23876
161	44319
162	69144
162	88182
163	31374
163	75191
164	6854
164	17750
164	36487
164	66563
164	73603
164	92601
165	2797
165	3801
165	5390
165	6037
165	6293
165	7825
165	7955
165	8634
165	11808
165	12053
165	19615
165	20421
165	24979
165	25710
165	28507
165	30410
165	31802
165	33257
165	33644
165	33770
165	37363
165	41756
165	45500
165	46396
165	49803
165	56911
165	57842
165	57878
165	58281
165	59766
165	60383
165	60461
165	61394
165	62205
165	63164
165	65278
165	71223
165	75556
165	75750
165	76632
165	78571
165	83762
165	84086
165	84459
165	86022
165	86731
165	86798
165	87105
165	88854
165	90406
165	94769
165	95602
165	95957
165	97415
165	98344
166	88648
167	23137
167	28514
167	33101
167	38897
167	39890
167	40711
167	45679
167	90852
168	48521
168	51803
168	95761
169	63009
170	20548
170	32836
171	55303
171	93314
172	19789
172	93694
173	86887
174	40999
175	67546
176	48917
176	72493
176	81622
177	74541
177	94820
178	27001
178	40847
179	24435
179	62767
179	89924
180	66693
181	37438
181	55303
182	25746
182	86099
183	22498
184	35316
185	68164
185	94571
186	17984
187	49947
188	41067
188	69367
188	96295
189	29966
189	33157
189	38132
189	64251
189	86812
190	57991
191	96182
192	97275
193	74493
194	83458
195	58096
195	96692
196	14700
196	58232
197	17805
197	91716
198	55509
199	92087
200	9587
200	29573
200	31128
200	45297
200	45677
200	52357
200	63400
200	80621
200	82816
200	83232
200	93365
201	89516
202	16475
203	47783
203	86021
204	4580
205	24537
205	34580
206	32614
207	20203
207	21463
207	23227
207	25789
207	31475
207	41313
207	50745
207	53290
207	56911
207	68432
207	77577
208	15836
208	66878
209	13285
210	11468
211	48359
212	24543
212	43545
213	66687
214	8906
214	57897
214	81224
215	35378
216	15037
216	34027
217	53573
217	85387
218	33833
219	10630
219	35031
219	60795
219	79874
220	1654
220	3447
220	30582
221	75776
222	18581
223	20203
223	75839
224	41809
224	62485
225	3565
226	76914
227	67341
227	70216
228	78835
228	79153
229	13054
229	24279
229	37598
229	70850
229	73932
230	29554
230	65454
230	81245
231	5654
231	9135
231	48587
231	75498
232	62444
232	62645
233	85735
234	19425
234	59444
235	89579
236	4258
236	31558
236	44011
236	63295
237	69298
237	80205
238	38300
238	71820
238	77812
239	1698
239	21436
239	25082
239	57550
239	57697
239	57705
239	67675
239	69098
239	77119
239	85174
239	93212
240	97415
241	50122
242	79579
243	58369
244	1196
244	2424
244	4295
244	6294
244	6809
244	6822
244	6973
244	7926
244	12359
244	12877
244	13323
244	14652
244	14726
244	17694
244	19889
244	19965
244	20203
244	20638
244	22230
244	22724
244	24112
244	24194
244	24635
244	25595
244	25629
244	26537
244	28640
244	28796
244	31609
244	34364
244	35168
244	38266
244	40998
244	43430
244	43980
244	44792
244	46309
244	46697
244	46829
244	50644
244	52960
244	54544
244	54859
244	54987
244	55303
244	55790
244	56600
244	57526
244	58616
244	58732
244	59033
244	59045
244	60099
244	60196
244	61666
244	65278
244	68201
244	70216
244	71052
244	71803
244	75504
244	75574
244	77310
244	81041
244	82131
244	82162
244	83636
244	83706
244	85291
244	86581
244	96088
244	96473
244	97415
244	97645
244	98687
244	98717
245	94300
246	1972
246	10092
246	24964
246	67930
247	62849
248	9870
248	44239
248	73192
248	94150
248	94694
249	6822
249	74542
249	82676
249	94632
250	24624
251	82395
252	12890
252	49463
253	15197
254	83750
254	94075
255	84053
256	4066
256	69163
256	84638
257	94391
258	15890
259	30383
260	45237
260	99044
261	13600
261	24972
261	36760
262	58751
263	25469
263	31488
