# Undirected graph (each unordered pair of nodes is saved once): collaboration-R.edgelist.txt
# Nodes: 23133 Edges: 93439
# NodeId	NodeId
0	600
0	11689
0	14718
1680	2897
1680	4914
1680	6601
1680	7596
1680	13597
1680	17218
6918	7269
1	310
1	2712
1	5344
1	5425
1	5782
1	10135
1	15205
1	16519
4131	5669
4131	6744
4131	7047
4131	8463
4131	9745
4131	12914
4131	18557
4131	19803
4131	20143
4131	20549
4131	21854
4131	22966
5645	5669
5645	6881
5645	7354
5645	7717
5645	9255
5645	9323
5645	10050
5645	10128
5645	10360
5645	10445
5645	10590
5645	10609
5645	10748
5645	10968
5645	11292
5645	12884
5645	13512
5645	13605
5645	13639
5645	14270
5645	15300
5645	15601
5645	16068
5645	16400
5645	19282
5645	19316
5645	20836
5645	21777
5645	22029
5645	22233
5645	22495
5645	22982
6356	7327
6356	7567
6356	7723
6356	7728
6356	7741
6356	8222
6356	8291
6356	8644
6356	8691
6356	8713
6356	9073
6356	9210
6356	9214
6356	9353
6356	9874
6356	9875
6356	9890
6356	10072
6356	10814
6356	11177
6356	11857
6356	12253
6356	12265
6356	12302
6356	12346
6356	12931
6356	13066
6356	13424
6356	13740
6356	14177
6356	14438
6356	14729
6356	14781
6356	14882
6356	14904
6356	14922
6356	15605
6356	16437
6356	16614
6356	17043
6356	17125
6356	17458
6356	17697
6356	17704
6356	18001
6356	18143
6356	18548
6356	18678
6356	18708
6356	19063
6356	19255
6356	19385
6356	20095
6356	20106
6356	20317
6356	20529
6356	21065
6356	21222
6356	21235
6356	21831
6356	22000
6356	22029
6356	22197
7283	7563
7283	8092
7283	8175
7283	8305
7283	8437
7283	9193
7283	9885
7283	10003
7283	10363
7283	10943
7283	11160
7283	11530
7283	12215
7283	12783
7283	13257
7283	13299
7283	13969
7283	14792
7283	14962
7283	15909
7283	16323
7283	16932
7283	18316
7283	18547
7283	18677
7283	19043
7283	20242
7283	20666
7283	21051
7283	22652
7716	7946
7716	8090
7716	10826
7716	12944
7716	14331
7716	17287
7716	18429
7716	18649
7716	20658
11389	12142
11389	12354
11389	12836
11389	13355
11389	13755
11389	13847
11389	13924
11389	14142
11389	14226
11389	14322
11389	15226
11389	15494
11389	15825
11389	16060
11389	16266
11389	16400
11389	16593
11389	16962
11389	17293
11389	18113
11389	18610
11389	19522
11389	19658
11389	19853
11389	20647
11389	20929
11389	21277
11389	21774
11389	22070
11389	22120
11389	22160
11389	22344
11389	22358
19612	20127
19612	20147
19612	20308
19612	20469
19612	20586
19612	20747
19612	20758
19612	20804
19612	21629
19612	21771
19612	21821
19612	22019
19612	22155
19612	22344
19612	22366
19612	22662
19612	22705
19612	22926
19612	22928
19612	23027
19612	23062
21928	21952
2	2407
2	6383
3335	3419
3335	3575
3335	3643
3335	3708
3335	4041
3335	4705
3335	5134
3335	5316
3335	5510
3335	5653
3335	5843
3335	5909
3335	6255
3335	6447
3335	6724
3335	7383
3335	7623
3335	8095
3335	8604
3335	8812
3335	8987
3335	9161
3335	9353
3335	9636
3335	9827
3335	10163
3335	11126
3335	11297
3335	11574
3335	11702
3335	12621
3335	12748
3335	12846
3335	13901
3335	13961
3335	14678
3335	15466
3335	16942
3335	16980
3335	17265
3335	17334
3335	18015
3335	18121
3335	18743
3335	19140
3335	19607
3335	20023
3335	20919
3335	21959
3335	22328
3335	22946
4598	6425
4598	7553
4598	8063
4598	8281
4598	9571
4598	11325
4598	20740
4598	20910
3	11324
3	13755
3	14297
3	18007
8041	8677
8041	9102
8041	9273
8041	11218
8041	16808
8041	17037
8041	17292
8041	18903
8041	21022
8041	21310
8041	22138
10350	12143
10350	18318
10350	22897
12415	15755
12415	16651
12415	17848
12415	20764
12415	21869
12415	22510
20592	21831
20592	22721
4	5091
4	7448
4	8089
4	8441
4	9944
1694	3767
1694	6404
1694	7171
1694	7939
1694	12919
1694	17929
5811	6669
5811	9066
5811	11004
5811	12210
5811	12326
5811	13800
5811	14872
5811	17845
12408	15579
12408	16987
12408	17105
12408	19869
12408	23067
13191	19454
13191	21291
17576	17596
17576	19422
17576	19973
17576	20338
17576	20697
17576	21058
17576	21731
17576	21860
17576	22105
17576	22865
17576	22929
17576	22995
5	10406
5	16738
2372	6465
2372	15465
2372	16108
2372	19921
8339	9948
8339	11106
8339	11635
8339	12142
8339	12945
6	566
6	7665
6	10636
2095	7682
22028	22198
22028	22787
7	707
7	1555
7	1598
7	1700
7	2438
7	2998
7	3703
7	5123
7	5720
7	5880
7	6730
7	7799
7	7903
7	8486
7	9555
7	11700
7	12148
7	12894
7	15747
7	20981
915	4970
915	7418
915	7936
915	13568
1566	2017
1566	2457
1566	3029
1566	3249
1566	3533
1566	4320
1566	4901
1566	5893
1566	6472
1566	8221
1566	8822
1566	8868
1566	11792
1566	18562
1566	18644
1566	19012
2110	6702
2110	7911
2110	9912
2110	17439
6348	6668
6348	9706
6348	11458
6762	6821
6762	7064
6762	7268
6762	7288
6762	7296
6762	8169
6762	8847
6762	9930
6762	10908
6762	12141
6762	12179
6762	13638
6762	14512
6762	14525
6762	14753
6762	15034
6762	15040
6762	15119
6762	15181
6762	15230
6762	15552
6762	16440
6762	17245
6762	18139
6762	18215
6762	20506
6762	21515
6762	22228
6762	22982
7145	9079
7145	13099
7145	15396
7145	19832
7883	14573
7883	15119
7883	15517
7883	22472
7981	14400
7981	14525
7981	15409
7981	16296
7981	18807
9735	10141
9735	10176
9735	10337
9735	11324
9735	12374
9735	13757
9735	14845
9735	15925
9735	16881
9735	17523
9735	17704
9735	18042
9735	18865
9735	19264
9735	19511
9735	20455
10238	21607
14002	14313
14002	14666
14002	14827
14002	15487
14002	15687
14002	16348
14002	17191
14002	17258
14002	17355
14002	17767
14002	18989
14002	19056
14002	20045
14002	20906
14002	21051
14002	21758
14002	21869
14002	22282
14002	22957
14424	15696
14424	15759
14424	17402
14424	17568
14424	18013
14424	18650
14424	18874
14424	19058
14424	19723
14424	19724
14424	19939
14424	20159
14424	20169
14424	21149
14424	22532
14424	22918
14640	14891
14640	17169
14640	21052
14640	21161
16402	16739
17482	17774
17482	18218
17482	18325
17482	21623
17482	21820
17514	17772
17514	19076
17514	19480
17514	20386
17514	22118
17514	22691
18525	21076
21417	21542
21417	22634
22792	22841
22792	22879
22792	23075
8	2718
8	4557
8	6037
8	9215
8	11545
8	15832
251	604
251	767
251	1374
251	1633
251	1662
251	2193
251	2396
251	2871
251	3098
251	3132
251	3620
251	3729
251	4326
251	4689
251	5522
251	5760
251	5889
251	6014
251	6062
251	6952
251	7019
251	7203
251	8978
251	9014
251	9214
251	9236
251	9265
251	9762
251	9905
251	10021
251	10917
251	12307
251	12387
251	13524
251	13815
251	15886
251	16116
251	16894
251	18903
251	19776
251	20333
251	21240
268	767
268	2265
268	2286
268	2407
268	2940
268	3459
268	3611
268	3981
268	5628
268	5906
268	6751
268	6872
268	6891
268	7080
268	7375
268	7491
268	7565
268	7752
268	8942
268	9523
268	10384
268	11548
268	13439
268	14465
268	16207
268	17807
268	18231
268	19735
268	19793
268	20804
7386	9002
7386	9381
7386	11685
7386	12582
7386	15365
7386	16708
12229	12900
12229	15930
12229	17554
12229	18169
12229	18243
12229	20492
12229	20764
12229	22134
16296	16714
16296	17936
16296	19306
16296	19556
16296	21065
16296	21411
16296	23013
18573	22945
9	2098
9	2911
9	3719
9	11899
9	15244
9	18921
1506	2889
1506	4995
1506	6640
1506	7517
1506	8049
1506	11305
1506	11482
1506	12254
1506	12960
1506	13395
1506	16813
1506	17039
1506	17610
5955	6825
5955	9315
5955	9877
5955	11218
5955	11917
5955	12788
5955	13793
5955	14635
5955	16521
5955	20909
7123	12120
7123	14895
7123	15682
12677	14853
13233	14815
13233	20530
13233	22366
14387	17391
14387	20240
10	6396
11	1485
11	5819
11	7062
11	8361
2214	5663
2214	8812
2214	11750
2214	13104
2214	18515
2214	18556
2214	20244
18944	21555
12	2965
12	3308
12	3728
12	4340
12	6168
12	15020
12	16086
3320	3428
3320	3484
3320	3595
3320	3699
3320	4146
3320	4344
3320	4675
3320	5012
3320	5118
3320	5333
3320	5385
3320	5720
3320	5873
3320	6086
3320	6227
3320	6414
3320	6643
3320	6705
3320	6759
3320	7192
3320	7303
3320	7423
3320	7471
3320	7698
3320	7746
3320	7748
3320	7834
3320	7969
3320	8021
3320	8050
3320	8915
3320	9030
3320	9371
3320	9877
3320	9882
3320	10253
3320	11536
3320	11624
3320	11702
3320	11805
3320	11917
3320	12507
3320	13271
3320	13303
3320	13828
3320	14065
3320	14132
3320	14220
3320	14331
3320	14560
3320	14756
3320	15487
3320	15515
3320	15724
3320	15755
3320	16086
3320	17010
3320	17240
3320	17977
3320	18095
3320	19084
3320	19370
3320	20208
3320	21164
3320	21799
4932	6996
4932	8917
4932	11967
4932	14100
4932	16282
4932	18791
8272	11048
8272	14198
8272	16400
8272	17897
8272	22230
14324	17304
14324	18745
14324	21814
14324	21920
18080	18163
18080	18589
18080	18713
18080	18849
18080	19180
18080	19199
18080	19779
18080	19812
18080	20051
18080	20514
18080	21112
18080	21176
18080	21264
18080	21294
18080	21392
18080	21645
18080	21755
18080	21939
18080	22024
18080	22330
18080	22527
18080	22804
18080	22908
18379	19961
18379	22917
18379	22975
21146	22443
13	3069
13	3384
13	4182
13	4726
13	8731
13	9876
13	11140
13	11540
13	17031
14	1929
14	4907
14	4942
14	7843
14	13238
14	13524
14	18829
1162	1817
1162	2907
1162	2981
1162	4053
1162	4734
1162	6425
