# Undirected graph (each unordered pair of nodes is saved once): n4.edgelist.txt
# Nodes: 100000 Edges: 147282
# NodeId	NodeId
0	40717
0	60789
1	22503
2	16164
2	16805
3	5481
3	71675
4	58508
4	98084
5	45825
5	82893
5	93135
6	17396
6	51205
6	91340
6	94968
7	3799
7	81317
8	2618
8	4568
8	43167
8	58132
8	63453
9	1750
9	2658
9	10346
9	14016
9	14746
9	15344
9	19718
9	28467
9	31004
9	32583
9	32881
9	33351
9	33781
9	42198
9	43023
9	46432
9	48480
9	69647
9	71185
9	76545
9	77922
10	12012
10	26225
10	47401
10	55162
10	69725
10	75813
10	76630
10	84037
10	97384
11	42176
11	80738
12	26979
13	2744
13	32911
13	88522
13	89956
14	5819
14	60305
15	14243
16	52452
17	51669
17	94595
18	39803
19	14966
19	34957
19	99935
20	37807
21	722
21	35665
22	88491
23	51151
24	74115
24	91952
25	348
25	60403
26	19857
26	57412
26	59458
26	89268
27	2260
27	5406
27	6887
27	7612
27	9731
27	14954
27	16512
27	18543
27	23897
27	26098
27	26376
27	27648
27	27926
27	33738
27	40040
27	42924
27	43200
27	43243
27	48008
27	49731
27	53025
27	54813
27	54918
27	55031
27	61713
27	61949
27	65395
27	73592
27	75613
27	75792
27	85204
27	91687
28	77743
29	61631
30	4779
30	31648
31	12619
32	29769
32	33493
32	39694
33	41744
33	90514
34	34514
34	80846
35	14091
35	72673
36	21163
36	28694
37	37181
37	41969
37	46156
38	49544
38	53244
39	1816
39	28413
39	99851
40	17037
40	20626
40	21269
41	9783
41	23107
42	29293
42	30498
42	62045
43	13337
43	45869
43	64960
43	66273
43	80015
44	36856
45	9480
45	23145
45	64729
46	39007
47	1185
47	43600
47	64155
47	65569
47	90904
48	42973
49	56348
50	32667
51	29994
52	14893
52	52137
53	64451
54	88295
55	42585
55	59263
55	79038
55	79385
56	23145
56	23563
56	43373
57	7595
58	18287
58	24793
58	56176
58	63389
58	71940
58	86616
59	24490
59	45878
60	15494
60	28876
60	33709
60	53244
60	58815
60	70797
61	20447
61	29563
62	56251
63	11994
63	26187
63	32914
63	36051
63	85589
63	97396
64	3260
65	60265
65	85611
65	90209
65	91123
66	8523
67	12676
67	13245
67	28876
67	30495
67	36220
67	36391
67	36585
67	40345
67	51305
67	62491
67	64515
67	65115
67	67939
67	73236
67	73408
67	73536
67	77000
67	82880
67	94219
67	99270
68	15164
68	42051
69	6940
69	34461
70	65987
70	71220
71	510
71	44184
72	67341
73	79342
74	52516
75	92612
76	64729
77	89756
78	5550
79	54676
79	58853
80	31239
80	44447
80	90588
81	63500
82	39455
83	87656
84	66380
85	27285
85	30463
86	13894
87	14787
87	28876
88	1060
88	12823
88	13177
88	18431
88	34569
88	65115
88	89539
89	37899
89	61368
90	47722
90	61332
91	7150
91	8776
91	10674
91	11823
91	11852
91	19771
91	22119
91	22142
91	22496
91	24427
91	24997
91	27087
91	27302
91	29340
91	30023
91	31338
91	33934
91	39911
91	47456
91	48589
91	52159
91	55068
91	56863
91	59754
91	63480
91	64570
91	65722
91	66180
91	69320
91	70638
91	71488
91	74076
91	75348
91	75349
91	78643
91	85976
91	89257
91	90306
91	90499
91	90918
91	91024
91	91518
91	91823
91	94360
91	94409
91	95060
91	97231
91	98720
92	82409
93	64812
94	44935
95	25841
96	67985
96	87835
97	38705
98	88267
99	56983
100	81100
101	7939
101	10549
101	12877
101	20547
101	21452
101	23959
101	29279
101	46434
101	55490
101	56220
101	64968
101	86031
101	99089
101	99388
102	14234
102	23638
102	49624
102	82775
102	84255
103	40971
104	39423
104	50946
105	43942
105	64960
105	97696
106	37899
107	7471
107	15316
107	20454
107	31706
107	46545
107	64729
107	91110
108	20139
108	44373
109	80825
110	16124
110	39911
110	57434
110	96657
111	18209
111	18571
111	49016
112	96425
113	45220
113	94930
114	82960
115	64729
116	52998
117	9714
117	82194
117	91475
118	70216
119	68511
120	30097
121	39288
121	78361
122	83251
123	21859
123	70216
123	71912
123	92195
124	82526
124	86084
125	90674
126	23539
126	69553
127	30930
128	32753
128	88736
129	46191
129	91687
130	17128
130	86565
131	13614
131	95134
132	29691
132	53107
133	28661
134	38907
135	52147
136	86680
137	10372
137	19025
137	38649
138	19497
139	49782
140	57873
141	5341
141	70508
141	86510
142	9524
142	64729
143	34127
144	37627
145	54490
145	94743
146	69416
147	53611
148	42429
148	56863
149	29702
149	69353
149	88965
149	98233
150	59524
151	17024
151	39561
152	59195
152	92302
153	50111
154	77451
154	84717
155	11839
155	73858
156	70703
156	92992
157	28596
157	30713
157	63850
158	20541
158	36826
159	68935
160	6132
160	37385
161	98681
161	99089
162	1631
162	14339
162	68045
163	25833
163	30605
163	60637
164	12190
164	31145
164	92688
165	4150
165	18661
165	29953
165	32072
165	39226
166	9246
166	95134
167	58471
168	24490
168	77610
169	79463
170	10438
170	95134
171	746
171	19374
171	36892
172	53083
172	70430
173	18688
173	44892
174	23145
174	27317
175	43023
176	62250
176	80329
177	14360
178	25659
178	99663
179	45374
179	92771
180	28161
181	76184
181	93707
182	43503
182	72195
183	38110
183	42650
184	74563
185	64729
186	18833
186	18917
186	24092
186	38735
186	43023
186	44022
186	45016
186	46017
186	49801
186	56260
186	63060
186	63095
186	69907
186	79102
186	96112
187	43869
188	61991
189	9976
189	12088
189	19150
189	19769
189	41586
189	50278
189	68829
189	82758
189	93027
189	96185
190	26660
190	94078
191	13041
192	43023
193	23145
194	26073
194	89533
195	85778
196	22268
196	56375
196	70968
197	23303
198	20474
198	54327
198	60892
198	61327
198	77327
199	26976
199	66591
199	99639
200	7468
200	84516
201	6161
202	35516
203	4456
203	21022
204	63039
205	61825
206	10017
206	66488
206	89840
207	79882
207	98999
208	60847
208	69400
209	43167
210	58929
211	45435
211	53816
212	29323
213	6717
214	6268
214	15814
214	18249
214	75532
215	44342
216	19791
217	30621
218	54230
218	58669
218	88377
219	83003
220	45328
221	85921
222	38070
223	12430
224	84852
224	96203
225	53578
225	57619
226	43945
227	81068
228	31706
229	83086
230	4528
230	45337
231	15306
232	11295
232	19118
232	28876
232	35502
232	50155
232	54594
232	77614
233	48988
234	95871
235	90958
236	12289
236	66580
237	44388
237	62250
237	67630
237	76199
238	32941
238	76318
239	46287
239	94103
239	95925
240	24490
240	45275
241	40524
241	65513
241	74783
241	80106
242	54895
242	64729
243	1482
243	23593
243	34388
243	43244
244	48491
245	3928
245	59279
246	74437
247	9366
247	31734
248	40835
249	87924
250	722
250	96111
251	1751
251	79882
252	74121
253	5847
253	11118
253	83684
254	80250
255	1666
255	13327
255	56955
255	95987
256	83056
257	4723
258	21893
259	10241
259	46096
259	81185
260	23145
261	25029
261	28876
262	43023
263	48572
264	26397
264	31402
264	80426
265	2717
265	29426
265	31454
265	33088
265	52710
266	16250
266	42909
266	76003
266	88786
267	61875
268	23419
268	26947
268	56918
268	64729
269	8363
269	13861
270	3428
270	15080
270	18738
270	29575
270	29990
270	42995
270	46498
270	66742
270	67478
270	88390
271	32272
272	19974
272	20155
272	80252
272	98600
273	6520
274	33102
274	82060
275	92307
276	7292
276	8856
276	18864
276	32020
276	59655
276	66290
276	88361
277	17208
277	87588
278	27993
279	19983
279	99239
280	21802
281	3027
282	23543
282	29998
283	86166
284	8780
284	20903
284	24388
284	36808
284	62032
284	71271
284	83793
284	96203
285	40570
285	51604
286	90958
287	66787
287	78502
287	92854
288	18864
288	28287
288	52721
288	70290
288	92429
288	95134
288	97869
288	99694
289	45147
289	96185
290	94894
291	75129
292	64544
293	30106
293	56863
294	28876
294	43656
294	96722
295	26033
296	10170
296	49942
296	58166
297	24836
298	8971
298	9167
298	10902
298	14679
298	18115
298	20050
298	39561
298	55144
298	91546
298	94172
298	97336
298	98759
299	23124
300	1359
300	25044
300	34157
300	39861
300	60331
300	85514
301	60288
301	64436
301	81008
302	926
302	20457
303	3829
303	7068
303	12929
303	28239
303	55346
303	62270
303	88292
304	86355
305	2469
305	4256
305	46404
306	4663
306	7812
306	14088
306	18073
306	29303
306	34101
306	40645
306	48998
306	61157
306	73236
306	89422
307	22110
308	15629
308	93873
308	97127
308	99118
309	25750
310	722
310	11893
310	25457
310	40937
310	44308
311	18311
312	82750
313	96266
314	8818
314	43023
314	60148
315	27233
315	48012
316	40154
317	2375
318	8162
318	90120
319	45637
320	80764
321	86827
321	91167
322	8162
322	26466
322	96203
323	47698
324	23735
324	25135
325	51448
326	43069
327	46434
328	92520
329	16956
330	11308
330	15583
330	31587
330	31819
330	39298
330	47398
330	50022
330	51304
330	58123
330	58348
330	60439
330	71426
330	73236
330	74823
330	77846
330	79547
330	84033
330	96789
331	3356
331	12235
331	23869
331	36220
331	37385
331	39605
331	57933
331	61713
331	73937
332	89363
333	12996
333	30429
333	70499
334	21731
334	30624
334	40362
335	14545
336	29326
337	31816
337	69115
338	39623
338	70300
339	47204
340	15556
340	42232
340	87929
341	6272
342	48527
343	10021
343	33818
344	68244
344	83613
345	26672
346	70028
346	88344
347	9443
347	54656
348	4440
348	22112
348	34793
348	94652
349	16687
349	74956
349	75742
350	32810
350	67181
351	83244
352	26631
352	68214
353	93294
354	1694
354	4629
354	17215
354	22142
354	77740
355	28536
355	51445
356	32011
357	23145
358	20039
358	29836
358	68138
358	70010
358	86562
358	87155
358	90090
359	40603
360	86293
361	74091
362	12072
362	40317
362	45183
363	39911
364	16641
364	26510
364	61740
364	98112
365	22410
365	50289
366	13215
366	26172
367	4965
368	1189
369	22142
370	31713
370	59130
371	68590
372	38940
372	60939
373	23145
373	53485
373	61807
373	63909
374	51692
375	378
375	32955
375	46832
375	53711
375	74795
375	85341
375	89883
375	90207
376	59880
377	69721
378	668
378	3746
378	7252
378	23750
378	24759
378	29332
378	35846
378	36238
378	38860
378	73363
378	90120
378	93976
378	94168
379	23836
379	33751
380	9598
381	27025
381	30719
382	44294
383	7300
383	63845
384	2039
385	1495
385	61405
386	6980
387	11826
387	44114
387	86465
387	93445
387	96138
388	19257
389	46626
389	52076
389	55010
390	79344
391	78244
392	37256
393	43945
394	52073
395	25579
396	84436
397	41032
397	83972
398	92374
399	85598
400	91657
401	12918
402	54119
403	37848
403	61888
404	2934
404	77108
405	10541
405	18499
405	95077
406	15199
406	25594
406	27140
406	31714
406	39133
406	72321
407	29126
407	33479
407	36712
407	46537
407	64729
407	90958
408	66463
409	38387
410	72365
411	15101
411	17293
411	28829
411	42545
411	43326
411	58928
411	62151
411	65734
411	77987
411	84125
411	93640
412	50339
412	70515
413	51481
414	70894
415	73297
416	16091
416	27324
416	31007
416	59095
416	90114
417	32862
418	68129
418	72659
418	79751
418	84373
419	14622
419	71881
420	23145
420	41047
421	49827
421	85969
421	86862
421	90849
422	62559
423	12152
423	15699
423	53155
423	54970
423	64729
424	28536
424	61128
424	85727
425	68744
426	46581
427	63107
427	73504
428	15572
428	23145
429	49684
430	93173
431	53107
432	9731
432	15548
432	53107
432	72601
433	74808
434	4474
434	23379
434	40835
435	15027
435	25948
435	54694
435	64729
436	33157
436	38500
436	85253
436	88768
437	40892
437	48067
437	52446
437	60294
438	5403
438	98960
439	76753
440	722
440	3926
440	7534
440	34973
440	45192
440	48497
440	56656
441	3390
441	71660
442	42924
443	19801
443	93241
444	3619
444	23064
445	35364
445	39242
445	41255
445	57772
445	63806
445	80246
445	88375
446	30457
446	53244
446	58143
446	69561
446	75220
447	52147
447	92612
448	61999
449	50684
450	54571
451	21859
451	94145
452	87342
453	34216
454	70555
455	71666
456	23145
457	73274
458	30754
459	73248
459	76530
459	81208
460	87361
461	37232
461	93471
461	94632
462	86174
463	15086
463	50173
463	53488
463	59382
463	70638
463	80118
463	83077
463	89013
463	93269
464	13676
464	23946
464	26119
464	52458
464	66311
464	96185
465	28110
466	2897
467	1638
467	71289
468	15191
468	55174
469	7612
469	13506
469	39004
469	41534
469	44205
469	55963
469	74483
469	81166
469	91896
470	30880
471	1912
471	41333
471	46404
471	75398
471	79084
471	83917
472	33017
473	4508
473	29099
473	82053
473	93145
474	31220
475	9083
476	18419
476	69322
477	10965
477	26803
478	43072
479	33837
480	8233
480	32441
481	7209
482	7587
482	10188
483	81612
484	2726
484	27218
484	76848
484	77936
485	15228
485	26782
485	44099
485	88491
485	89261
486	14970
487	5918
487	61875
487	80295
488	22142
488	57946
488	67428
489	18703
490	60900
490	65061
491	51194
492	94531
493	37223
493	47773
493	48428
493	52224
493	75198
493	75955
493	87802
494	49135
495	89883
496	76462
497	11379
497	16211
497	24266
497	24328
497	45461
497	60374
497	89761
497	92789
498	30463
499	41919
499	44945
499	51617
499	81609
500	40113
500	79364
500	88772
501	57341
502	45474
503	65429
504	84812
505	37899
506	60433
506	80504
506	91411
506	93492
507	62110
508	65051
509	79252
510	54526
510	65309
511	23546
512	82520
513	17618
513	19751
513	63666
514	54658
514	64729
514	85549
514	87710
515	11689
515	45952
515	50347
515	76889
515	84255
516	15359
516	46607
516	61372
516	66817
517	3022
517	3988
517	21947
517	25746
517	37899
517	42817
517	69943
517	89576
518	30928
518	46733
519	28525
519	77210
520	15439
520	26207
520	45159
521	11319
522	52984
523	18927
523	23145
523	71176
524	8247
525	21214
525	62798
526	64996
527	79700
528	21363
528	48443
529	33088
529	60217
529	67311
530	29088
530	82790
531	7209
531	33687
531	43459
531	46832
531	59414
531	75467
531	80015
532	23745
532	24628
532	59883
532	74878
532	80840
533	33001
533	54129
533	63214
533	65926
533	71999
533	87976
533	96351
534	43023
535	58150
536	17941
536	98745
537	2701
537	34490
538	4971
539	48465
539	94579
540	43023
540	99738
541	34393
541	52161
541	69835
541	94638
541	95062
542	60746
542	76704
543	14498
543	61227
544	50801
544	97613
544	98626
545	48840
546	52160
546	59646
546	72115
546	73597
546	76301
546	87835
546	88946
546	95138
546	95815
547	6346
547	23829
547	38845
548	76804
549	81979
549	95392
550	2122
551	70904
551	75935
551	90502
552	2137
552	42119
553	914
553	61094
554	22361
555	72759
556	1461
556	40374
556	65079
557	17861
558	21666
558	33749
559	16643
559	35683
560	67047
561	90008
562	62462
562	85288
563	25899
564	38705
564	54526
565	27218
565	32303
565	42697
566	64282
566	71474
566	78573
567	44534
568	21321
569	22405
570	79548
571	16894
571	69178
572	86142
573	4832
573	97984
574	75770
575	18779
575	19749
575	29594
575	51831
576	1884
576	80532
577	1592
577	20074
577	33176
578	56301
578	80944
579	18375
579	24373
579	34515
579	84813
580	45571
581	1665
581	9863
581	33749
582	39693
583	57680
584	25353
584	56863
585	9067
586	13992
586	25023
587	38991
587	85150
588	35518
588	88712
588	92673
589	30854
590	47107
591	51971
591	77901
592	17295
593	36220
593	92167
594	23546
594	39659
595	14203
595	19187
595	57945
595	65772
595	66482
595	68799
595	79165
595	80375
595	99715
596	51316
597	10188
597	24512
597	76095
597	80289
598	86562
599	32949
599	94986
600	32359
601	17831
601	21459
601	36662
601	53107
601	56919
601	59784
601	68932
601	71666
601	87819
601	96203
602	65513
603	11653
603	17888
603	23145
603	26659
603	57819
603	87929
604	57946
605	32090
606	11955
607	4372
607	5716
607	13467
607	25149
607	36796
607	62495
607	79426
607	90798
608	40159
608	87674
609	54559
610	36834
610	39169
610	47722
610	50746
610	89993
611	46877
612	66784
613	38806
613	93106
614	7503
614	14858
614	47519
615	1158
615	28984
615	97812
616	30880
617	4605
617	50056
618	37480
618	40212
619	4454
620	19684
620	58569
621	60282
622	86778
623	88785
624	99318
625	53244
626	58157
627	40411
628	35604
629	8156
630	11560
630	54526
630	72502
630	85013
630	96890
631	17377
631	52998
632	11719
633	90217
634	13094
634	22115
634	46232
634	56395
634	77077
634	80425
634	85375
634	94806
635	43533
636	15394
636	28876
636	32776
636	49036
636	66290
637	17715
637	76288
638	37216
639	13800
639	23060
639	31938
639	87786
640	29323
641	73014
642	35426
642	62415
642	69587
642	83078
642	94897
643	68438
644	13000
644	45946
645	10188
645	16614
645	34716
645	53813
645	54678
645	67078
645	82380
646	8432
646	22282
646	50573
646	65833
646	78244
646	98230
647	33739
647	53107
648	90377
648	90489
649	21389
650	20580
651	14609
651	17499
651	27025
651	46391
651	50983
651	64729
651	70260
651	94368
651	97667
652	68709
652	82098
653	81115
654	37899
654	59085
654	60829
654	61222
654	68908
655	82488
656	43023
657	73261
657	82563
658	99809
659	23305
659	38341
659	55852
660	2190
660	75643
660	83204
661	9032
661	28705
662	30060
663	9696
663	28876
663	86099
664	61157
664	91425
665	3180
665	22208
665	70017
665	86778
665	91923
666	72647
667	7923
667	48508
667	49788
667	74125
668	39444
669	18665
669	58696
669	67319
